mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
52341348,28,28208,2020,1,0,2,121
52341348,28,28208,2020,1,1,0,171
52341348,28,28208,2020,1,1,1,84
52341348,28,28208,2020,1,1,2,129
52341348,28,28208,2020,1,2,0,171
52341348,28,28208,2020,1,2,1,89
52341348,28,28208,2020,1,2,2,127
52341354,28,28208,2020,1,0,0,96
52341354,28,28208,2020,1,0,1,38
52341354,28,28208,2020,1,0,2,80
52341354,28,28208,2020,1,1,0,54
52341354,28,28208,2020,1,1,1,30
52341354,28,28208,2020,1,1,2,49
52341354,28,28208,2020,1,2,0,68
52341354,28,28208,2020,1,2,1,33
52341354,28,28208,2020,1,2,2,59
52341355,28,28208,2020,1,0,0,293
52341355,28,28208,2020,1,0,1,379
52341355,28,28208,2020,1,0,2,319
52341355,28,28208,2020,1,1,0,275
52341355,28,28208,2020,1,1,1,268
52341355,28,28208,2020,1,1,2,262
52341355,28,28208,2020,1,2,0,281
52341355,28,28208,2020,1,2,1,304
52341355,28,28208,2020,1,2,2,280
52341356,28,28208,2020,1,0,0,49
52341356,28,28208,2020,1,0,1,125
52341356,28,28208,2020,1,0,2,84
52341356,28,28208,2020,1,1,0,163
52341356,28,28208,2020,1,1,1,245
52341356,28,28208,2020,1,1,2,194
52341356,28,28208,2020,1,2,0,126
52341356,28,28208,2020,1,2,1,206
52341356,28,28208,2020,1,2,2,159
52341357,28,28208,2020,1,0,0,983
52341357,28,28208,2020,1,0,1,837
52341357,28,28208,2020,1,0,2,802
52341357,28,28208,2020,1,1,0,844
52341357,28,28208,2020,1,1,1,896
52341357,28,28208,2020,1,1,2,823
52341357,28,28208,2020,1,2,0,889
52341357,28,28208,2020,1,2,1,877
52341357,28,28208,2020,1,2,2,816
52341358,28,28208,2020,1,0,0,294
52341358,28,28208,2020,1,0,1,607
52341358,28,28208,2020,1,0,2,475
52341358,28,28208,2020,1,1,0,242
52341358,28,28208,2020,1,1,1,698
52341358,28,28208,2020,1,1,2,480
52341358,28,28208,2020,1,2,0,259
52341358,28,28208,2020,1,2,1,669
52341358,28,28208,2020,1,2,2,479
52341364,28,28208,2020,1,0,0,26
52341364,28,28208,2020,1,0,1,18
52341364,28,28208,2020,1,0,2,25
52341364,28,28208,2020,1,1,0,21
52341364,28,28208,2020,1,1,2,17
52341364,28,28208,2020,1,2,0,22
52341364,28,28208,2020,1,2,1,11
52341364,28,28208,2020,1,2,2,20
52341365,28,28208,2020,1,0,0,654
52341365,28,28208,2020,1,0,1,846
52341365,28,28208,2020,1,0,2,811
52341365,28,28208,2020,1,1,0,530
52341365,28,28208,2020,1,1,1,860
52341365,28,28208,2020,1,1,2,706
52341365,28,28208,2020,1,2,0,570
52341365,28,28208,2020,1,2,1,855
52341365,28,28208,2020,1,2,2,740
52341366,28,28208,2020,1,0,0,2832
52341366,28,28208,2020,1,0,1,2776
52341366,28,28208,2020,1,0,2,2735
52341366,28,28208,2020,1,1,0,2922
52341366,28,28208,2020,1,1,1,2559
52341366,28,28208,2020,1,1,2,2692
52341366,28,28208,2020,1,2,0,2893
52341366,28,28208,2020,1,2,1,2629
52341366,28,28208,2020,1,2,2,2706
52341367,28,28208,2020,1,0,0,1689
52341367,28,28208,2020,1,0,1,957
52341367,28,28208,2020,1,0,2,1269
52341367,28,28208,2020,1,1,0,2778
52341367,28,28208,2020,1,1,1,1018
52341367,28,28208,2020,1,1,2,1780
52341367,28,28208,2020,1,2,0,2426
52341367,28,28208,2020,1,2,1,998
52341367,28,28208,2020,1,2,2,1615
52341368,28,28208,2020,1,0,0,410
52341368,28,28208,2020,1,0,1,475
52341368,28,28208,2020,1,0,2,436
52341368,28,28208,2020,1,1,0,297
52341368,28,28208,2020,1,1,1,384
52341368,28,28208,2020,1,1,2,340
52341368,28,28208,2020,1,2,0,334
52341368,28,28208,2020,1,2,1,413
52341368,28,28208,2020,1,2,2,371
52341375,28,28208,2020,1,0,0,100
52341375,28,28208,2020,1,0,1,153
52341375,28,28208,2020,1,0,2,129
52341375,28,28208,2020,1,1,0,184
52341375,28,28208,2020,1,1,1,110
52341375,28,28208,2020,1,1,2,151
52341375,28,28208,2020,1,2,0,157
52341375,28,28208,2020,1,2,1,124
52341375,28,28208,2020,1,2,2,144
52341376,28,28208,2020,1,0,0,620
52341376,28,28208,2020,1,0,1,747
52341376,28,28208,2020,1,0,2,695
52341376,28,28208,2020,1,1,0,444
52341376,28,28208,2020,1,1,1,546
52341376,28,28208,2020,1,1,2,523
52341376,28,28208,2020,1,2,0,500
52341376,28,28208,2020,1,2,1,611
52341376,28,28208,2020,1,2,2,579
52341377,28,28208,2020,1,0,0,1959
52341377,28,28208,2020,1,0,1,1921
52341377,28,28208,2020,1,0,2,1931
52341377,28,28208,2020,1,1,0,2120
52341377,28,28208,2020,1,1,1,1812
52341377,28,28208,2020,1,1,2,1999
52341377,28,28208,2020,1,2,0,2068
52341377,28,28208,2020,1,2,1,1847
52341377,28,28208,2020,1,2,2,1977
52341378,28,28208,2020,1,0,0,2325
52341378,28,28208,2020,1,0,1,2927
52341378,28,28208,2020,1,0,2,2711
52341378,28,28208,2020,1,1,0,1865
52341378,28,28208,2020,1,1,1,2887
52341378,28,28208,2020,1,1,2,2443
52341378,28,28208,2020,1,2,0,2014
52341378,28,28208,2020,1,2,1,2900
52341378,28,28208,2020,1,2,2,2530
52341379,28,28208,2020,1,0,0,1036
52341379,28,28208,2020,1,0,1,1476
52341379,28,28208,2020,1,0,2,1269
52341379,28,28208,2020,1,1,0,1038
52341379,28,28208,2020,1,1,1,1641
52341379,28,28208,2020,1,1,2,1322
52341379,28,28208,2020,1,2,0,1038
52341379,28,28208,2020,1,2,1,1588
52341379,28,28208,2020,1,2,2,1305
52341383,28,28208,2020,1,0,0,37
52341383,28,28208,2020,1,0,1,17
52341383,28,28208,2020,1,0,2,41
52341383,28,28208,2020,1,1,0,157
52341383,28,28208,2020,1,1,1,16
52341383,28,28208,2020,1,1,2,80
52341383,28,28208,2020,1,2,0,119
52341383,28,28208,2020,1,2,1,17
52341383,28,28208,2020,1,2,2,67
52341385,28,28208,2020,1,0,0,71
52341385,28,28208,2020,1,0,1,149
52341385,28,28208,2020,1,0,2,128
52341385,28,28208,2020,1,1,0,52
52341385,28,28208,2020,1,1,1,148
52341385,28,28208,2020,1,1,2,115
52341385,28,28208,2020,1,2,0,58
52341385,28,28208,2020,1,2,1,148
52341385,28,28208,2020,1,2,2,120
52341386,28,28208,2020,1,0,0,1742
52341386,28,28208,2020,1,0,1,2157
52341386,28,28208,2020,1,0,2,1979
52341386,28,28208,2020,1,1,0,1450
52341386,28,28208,2020,1,1,1,2078
52341386,28,28208,2020,1,1,2,1777
52341386,28,28208,2020,1,2,0,1544
52341386,28,28208,2020,1,2,1,2103
52341386,28,28208,2020,1,2,2,1842
52341387,28,28208,2020,1,0,0,2523
52341387,28,28208,2020,1,0,1,2711
52341387,28,28208,2020,1,0,2,2715
52341387,28,28208,2020,1,1,0,1762
52341387,28,28208,2020,1,1,1,2807
52341387,28,28208,2020,1,1,2,2479
52341387,28,28208,2020,1,2,0,2008
52341387,28,28208,2020,1,2,1,2776
52341387,28,28208,2020,1,2,2,2555
52341388,28,28208,2020,1,0,0,3363
52341388,28,28208,2020,1,0,1,4052
52341388,28,28208,2020,1,0,2,3838
52341388,28,28208,2020,1,1,0,2705
52341388,28,28208,2020,1,1,1,4453
52341388,28,28208,2020,1,1,2,3579
52341388,28,28208,2020,1,2,0,2917
52341388,28,28208,2020,1,2,1,4324
52341388,28,28208,2020,1,2,2,3663
52341389,28,28208,2020,1,0,0,1492
52341389,28,28208,2020,1,0,1,937
52341389,28,28208,2020,1,0,2,1154
52341389,28,28208,2020,1,1,0,1231
52341389,28,28208,2020,1,1,1,855
52341389,28,28208,2020,1,1,2,1085
52341389,28,28208,2020,1,2,0,1315
52341389,28,28208,2020,1,2,1,881
52341389,28,28208,2020,1,2,2,1107
52341393,28,28208,2020,1,0,0,394
52341393,28,28208,2020,1,0,1,370
52341393,28,28208,2020,1,0,2,396
52341393,28,28208,2020,1,1,0,551
52341393,28,28208,2020,1,1,1,354
52341393,28,28208,2020,1,1,2,460
52341393,28,28208,2020,1,2,0,500
52341393,28,28208,2020,1,2,1,360
52341393,28,28208,2020,1,2,2,439
52341394,28,28208,2020,1,0,0,610
52341394,28,28208,2020,1,0,1,556
52341394,28,28208,2020,1,0,2,539
52341394,28,28208,2020,1,1,0,288
52341394,28,28208,2020,1,1,1,448
52341394,28,28208,2020,1,1,2,380
52341394,28,28208,2020,1,2,0,392
52341394,28,28208,2020,1,2,1,483
52341394,28,28208,2020,1,2,2,431
52341395,28,28208,2020,1,0,0,381
52341395,28,28208,2020,1,0,1,335
52341395,28,28208,2020,1,0,2,363
52341395,28,28208,2020,1,1,0,229
52341395,28,28208,2020,1,1,1,331
52341395,28,28208,2020,1,1,2,289
52341395,28,28208,2020,1,2,0,278
52341395,28,28208,2020,1,2,1,332
52341395,28,28208,2020,1,2,2,313
52341396,28,28208,2020,1,0,0,486
52341396,28,28208,2020,1,0,1,205
52341396,28,28208,2020,1,0,2,335
52341396,28,28208,2020,1,1,0,433
52341396,28,28208,2020,1,1,1,257
52341396,28,28208,2020,1,1,2,354
52341396,28,28208,2020,1,2,0,450
52341396,28,28208,2020,1,2,1,240
52341396,28,28208,2020,1,2,2,348
52341397,28,28208,2020,1,0,0,65
52341397,28,28208,2020,1,0,1,69
52341397,28,28208,2020,1,0,2,60
52341397,28,28208,2020,1,1,0,55
52341397,28,28208,2020,1,1,1,21
52341397,28,28208,2020,1,1,2,49
52341397,28,28208,2020,1,2,0,58
52341397,28,28208,2020,1,2,1,36
52341397,28,28208,2020,1,2,2,53
52341398,28,28208,2020,1,0,0,115
52341398,28,28208,2020,1,0,1,71
52341398,28,28208,2020,1,0,2,92
52341398,28,28208,2020,1,1,0,88
52341398,28,28208,2020,1,1,1,40
52341398,28,28208,2020,1,1,2,67
52341398,28,28208,2020,1,2,0,97
52341398,28,28208,2020,1,2,1,50
52341398,28,28208,2020,1,2,2,75
52342303,28,28208,2020,1,0,0,271
52342303,28,28208,2020,1,0,1,305
52342303,28,28208,2020,1,0,2,293
52342303,28,28208,2020,1,1,0,222
52342303,28,28208,2020,1,1,1,288
52342303,28,28208,2020,1,1,2,267
52342303,28,28208,2020,1,2,0,238
52342303,28,28208,2020,1,2,1,293
52342303,28,28208,2020,1,2,2,275
52342304,28,28208,2020,1,0,0,247
52342304,28,28208,2020,1,0,1,259
52342304,28,28208,2020,1,0,2,239
52342304,28,28208,2020,1,1,0,252
52342304,28,28208,2020,1,1,1,217
52342304,28,28208,2020,1,1,2,219
52342304,28,28208,2020,1,2,0,250
52342304,28,28208,2020,1,2,1,231
52342304,28,28208,2020,1,2,2,226
52342306,28,28208,2020,1,0,0,15
52342306,28,28208,2020,1,0,1,16
52342306,28,28208,2020,1,0,2,13
52342306,28,28208,2020,1,1,0,49
52342306,28,28208,2020,1,1,1,33
52342306,28,28208,2020,1,1,2,42
52342306,28,28208,2020,1,2,0,38
52342306,28,28208,2020,1,2,1,27
52342306,28,28208,2020,1,2,2,32
52342313,28,28208,2020,1,0,0,20
52342313,28,28208,2020,1,1,0,30
52342313,28,28208,2020,1,1,2,16
52342313,28,28208,2020,1,2,0,27
52342313,28,28208,2020,1,2,2,14
52342314,28,28208,2020,1,0,0,18
52342314,28,28208,2020,1,0,1,16
52342314,28,28208,2020,1,0,2,14
52342314,28,28208,2020,1,2,0,10
52342315,28,28208,2020,1,0,0,317
52342315,28,28208,2020,1,0,1,564
52342315,28,28208,2020,1,0,2,469
52342315,28,28208,2020,1,1,0,180
52342315,28,28208,2020,1,1,1,586
52342315,28,28208,2020,1,1,2,395
52342315,28,28208,2020,1,2,0,224
52342315,28,28208,2020,1,2,1,579
52342315,28,28208,2020,1,2,2,419
52342324,28,28208,2020,1,0,0,24
52342324,28,28208,2020,1,0,2,11
52342324,28,28208,2020,1,1,0,19
52342324,28,28208,2020,1,1,1,11
52342324,28,28208,2020,1,1,2,11
52342324,28,28208,2020,1,2,0,20
52342324,28,28208,2020,1,2,2,11
52342325,28,28208,2020,1,0,0,166
52342325,28,28208,2020,1,0,1,51
52342325,28,28208,2020,1,0,2,105
52342325,28,28208,2020,1,1,0,131
52342325,28,28208,2020,1,1,1,56
52342325,28,28208,2020,1,1,2,88
52342325,28,28208,2020,1,2,0,142
52342325,28,28208,2020,1,2,1,54
52342325,28,28208,2020,1,2,2,94
52342326,28,28208,2020,1,0,0,177
52342326,28,28208,2020,1,0,1,308
52342326,28,28208,2020,1,0,2,256
52342326,28,28208,2020,1,1,0,127
52342326,28,28208,2020,1,1,1,274
52342326,28,28208,2020,1,1,2,224
52342326,28,28208,2020,1,2,0,143
52342326,28,28208,2020,1,2,1,285
52342326,28,28208,2020,1,2,2,234
52342333,28,28208,2020,1,1,0,22
52342333,28,28208,2020,1,1,2,11
52342333,28,28208,2020,1,2,0,18
52342334,28,28208,2020,1,0,0,51
52342334,28,28208,2020,1,0,1,95
52342334,28,28208,2020,1,0,2,85
52342334,28,28208,2020,1,1,0,48
52342334,28,28208,2020,1,1,1,139
52342334,28,28208,2020,1,1,2,97
52342334,28,28208,2020,1,2,0,49
52342334,28,28208,2020,1,2,1,125
52342334,28,28208,2020,1,2,2,93
52342335,28,28208,2020,1,0,0,163
52342335,28,28208,2020,1,0,1,54
52342335,28,28208,2020,1,0,2,89
52342335,28,28208,2020,1,1,0,236
52342335,28,28208,2020,1,1,1,43
52342335,28,28208,2020,1,1,2,133
52342335,28,28208,2020,1,2,0,212
52342335,28,28208,2020,1,2,1,47
52342335,28,28208,2020,1,2,2,119
52342336,28,28208,2020,1,0,0,17
52342336,28,28208,2020,1,2,0,11
52342345,28,28208,2020,1,0,0,17
52342345,28,28208,2020,1,0,1,12
52342345,28,28208,2020,1,0,2,14
52342345,28,28208,2020,1,1,0,252
52342345,28,28208,2020,1,1,1,10
52342345,28,28208,2020,1,1,2,119
52342345,28,28208,2020,1,2,0,176
52342345,28,28208,2020,1,2,1,11
52342345,28,28208,2020,1,2,2,85
52342355,28,28208,2020,1,0,1,53
52342355,28,28208,2020,1,0,2,32
52342355,28,28208,2020,1,2,1,17
52342355,28,28208,2020,1,2,2,12
52342356,28,28208,2020,1,0,0,66
52342356,28,28208,2020,1,0,1,42
52342356,28,28208,2020,1,0,2,47
52342356,28,28208,2020,1,1,0,56
52342356,28,28208,2020,1,1,1,44
52342356,28,28208,2020,1,1,2,55
52342356,28,28208,2020,1,2,0,59
52342356,28,28208,2020,1,2,1,43
52342356,28,28208,2020,1,2,2,52
52342366,28,28208,2020,1,0,0,22
52342366,28,28208,2020,1,0,1,17
52342366,28,28208,2020,1,0,2,17
52342366,28,28208,2020,1,1,0,29
52342366,28,28208,2020,1,1,2,21
52342366,28,28208,2020,1,2,0,27
52342366,28,28208,2020,1,2,2,20
52342367,28,28208,2020,1,0,0,226
52342367,28,28208,2020,1,0,1,296
52342367,28,28208,2020,1,0,2,282
52342367,28,28208,2020,1,1,0,269
52342367,28,28208,2020,1,1,1,329
52342367,28,28208,2020,1,1,2,298
52342367,28,28208,2020,1,2,0,255
52342367,28,28208,2020,1,2,1,319
52342367,28,28208,2020,1,2,2,293
52342376,28,28208,2020,1,0,1,10
52342376,28,28208,2020,1,1,0,21
52342376,28,28208,2020,1,1,2,16
52342376,28,28208,2020,1,2,0,16
52342376,28,28208,2020,1,2,2,13
52342377,28,28208,2020,1,1,0,13
52342386,28,28208,2020,1,1,0,12
52342386,28,28208,2020,1,1,2,12
53340789,28,28209,2020,1,0,0,101
53340789,28,28209,2020,1,0,1,117
53340789,28,28209,2020,1,0,2,112
53340789,28,28209,2020,1,1,0,124
53340789,28,28209,2020,1,1,1,132
53340789,28,28209,2020,1,1,2,129
53340789,28,28209,2020,1,2,0,116
53340789,28,28209,2020,1,2,1,127
53340789,28,28209,2020,1,2,2,124
53341528,28,28209,2020,1,0,0,10
53341528,28,28209,2020,1,0,1,14
53341528,28,28209,2020,1,0,2,12
53341528,28,28209,2020,1,1,0,13
53341528,28,28209,2020,1,1,1,11
53341528,28,28209,2020,1,1,2,11
53341528,28,28209,2020,1,2,0,12
53341528,28,28209,2020,1,2,1,12
53341528,28,28209,2020,1,2,2,12
53341537,28,28209,2020,1,0,0,26
53341537,28,28209,2020,1,0,1,13
53341537,28,28209,2020,1,0,2,18
53341537,28,28209,2020,1,1,2,10
53341537,28,28209,2020,1,2,0,14
53341537,28,28209,2020,1,2,2,12
53341544,28,28209,2020,1,0,0,14
53341544,28,28209,2020,1,0,2,11
53341545,28,28209,2020,1,0,0,36
53341545,28,28209,2020,1,0,1,48
53341545,28,28209,2020,1,0,2,33
53341545,28,28209,2020,1,1,0,10
53341545,28,28209,2020,1,2,0,18
53341545,28,28209,2020,1,2,1,20
53341545,28,28209,2020,1,2,2,15
53341546,28,28209,2020,1,0,0,122
53341546,28,28209,2020,1,0,1,75
53341546,28,28209,2020,1,0,2,89
53341546,28,28209,2020,1,1,0,42
53341546,28,28209,2020,1,1,1,66
53341546,28,28209,2020,1,1,2,62
53341546,28,28209,2020,1,2,0,67
53341546,28,28209,2020,1,2,1,69
53341546,28,28209,2020,1,2,2,71
53341547,28,28209,2020,1,0,0,305
53341547,28,28209,2020,1,0,1,478
53341547,28,28209,2020,1,0,2,403
53341547,28,28209,2020,1,1,0,392
53341547,28,28209,2020,1,1,1,321
53341547,28,28209,2020,1,1,2,350
53341547,28,28209,2020,1,2,0,364
53341547,28,28209,2020,1,2,1,372
53341547,28,28209,2020,1,2,2,367
53341548,28,28209,2020,1,0,0,170
53341548,28,28209,2020,1,0,1,217
53341548,28,28209,2020,1,0,2,199
53341548,28,28209,2020,1,1,0,144
53341548,28,28209,2020,1,1,1,218
53341548,28,28209,2020,1,1,2,191
53341548,28,28209,2020,1,2,0,153
53341548,28,28209,2020,1,2,1,218
53341548,28,28209,2020,1,2,2,194
53341555,28,28209,2020,1,0,0,121
53341555,28,28209,2020,1,0,1,166
53341555,28,28209,2020,1,0,2,138
53341555,28,28209,2020,1,1,0,10
53341555,28,28209,2020,1,1,1,47
53341555,28,28209,2020,1,1,2,26
53341555,28,28209,2020,1,2,0,46
53341555,28,28209,2020,1,2,1,86
53341555,28,28209,2020,1,2,2,62
53341556,28,28209,2020,1,0,2,15
53341556,28,28209,2020,1,1,0,18
53341556,28,28209,2020,1,1,1,16
53341556,28,28209,2020,1,1,2,21
53341556,28,28209,2020,1,2,0,12
53341556,28,28209,2020,1,2,1,14
53341556,28,28209,2020,1,2,2,19
53341557,28,28209,2020,1,0,0,116
53341557,28,28209,2020,1,0,1,102
53341557,28,28209,2020,1,0,2,96
53341557,28,28209,2020,1,1,0,90
53341557,28,28209,2020,1,1,1,87
53341557,28,28209,2020,1,1,2,79
53341557,28,28209,2020,1,2,0,99
53341557,28,28209,2020,1,2,1,92
53341557,28,28209,2020,1,2,2,84
53341558,28,28209,2020,1,0,0,146
53341558,28,28209,2020,1,0,1,264
53341558,28,28209,2020,1,0,2,215
53341558,28,28209,2020,1,1,0,203
53341558,28,28209,2020,1,1,1,325
53341558,28,28209,2020,1,1,2,259
53341558,28,28209,2020,1,2,0,184
53341558,28,28209,2020,1,2,1,305
53341558,28,28209,2020,1,2,2,245
53341559,28,28209,2020,1,0,0,219
53341559,28,28209,2020,1,0,1,224
53341559,28,28209,2020,1,0,2,224
53341559,28,28209,2020,1,1,0,142
53341559,28,28209,2020,1,1,1,196
53341559,28,28209,2020,1,1,2,182
53341559,28,28209,2020,1,2,0,167
53341559,28,28209,2020,1,2,1,205
53341559,28,28209,2020,1,2,2,196
53341567,28,28209,2020,1,0,0,192
53341567,28,28209,2020,1,0,1,178
53341567,28,28209,2020,1,0,2,164
53341567,28,28209,2020,1,1,0,251
53341567,28,28209,2020,1,1,1,250
53341567,28,28209,2020,1,1,2,258
53341567,28,28209,2020,1,2,0,232
53341567,28,28209,2020,1,2,1,227
53341567,28,28209,2020,1,2,2,228
53341568,28,28209,2020,1,0,0,78
53341568,28,28209,2020,1,0,1,70
53341568,28,28209,2020,1,0,2,76
53341568,28,28209,2020,1,1,0,14
53341568,28,28209,2020,1,1,1,57
53341568,28,28209,2020,1,1,2,41
53341568,28,28209,2020,1,2,0,35
53341568,28,28209,2020,1,2,1,61
53341568,28,28209,2020,1,2,2,52
53341569,28,28209,2020,1,0,0,178
53341569,28,28209,2020,1,0,1,284
53341569,28,28209,2020,1,0,2,214
53341569,28,28209,2020,1,1,0,29
53341569,28,28209,2020,1,1,1,141
53341569,28,28209,2020,1,1,2,88
53341569,28,28209,2020,1,2,0,77
53341569,28,28209,2020,1,2,1,188
53341569,28,28209,2020,1,2,2,128
53341576,28,28209,2020,1,0,0,187
53341576,28,28209,2020,1,0,1,242
53341576,28,28209,2020,1,0,2,217
53341576,28,28209,2020,1,1,0,86
53341576,28,28209,2020,1,1,1,213
53341576,28,28209,2020,1,1,2,164
53341576,28,28209,2020,1,2,0,119
53341576,28,28209,2020,1,2,1,222
53341576,28,28209,2020,1,2,2,182
53341577,28,28209,2020,1,0,0,69
53341577,28,28209,2020,1,0,1,14
53341577,28,28209,2020,1,0,2,38
53341577,28,28209,2020,1,1,0,265
53341577,28,28209,2020,1,1,1,22
53341577,28,28209,2020,1,1,2,115
53341577,28,28209,2020,1,2,0,202
53341577,28,28209,2020,1,2,1,20
53341577,28,28209,2020,1,2,2,91
53341583,28,28209,2020,1,0,0,56
53341583,28,28209,2020,1,0,1,66
53341583,28,28209,2020,1,0,2,59
53341583,28,28209,2020,1,2,0,22
53341583,28,28209,2020,1,2,1,27
53341583,28,28209,2020,1,2,2,22
53341584,28,28209,2020,1,0,0,202
53341584,28,28209,2020,1,0,1,246
53341584,28,28209,2020,1,0,2,226
53341584,28,28209,2020,1,1,0,157
53341584,28,28209,2020,1,1,1,312
53341584,28,28209,2020,1,1,2,259
53341584,28,28209,2020,1,2,0,172
53341584,28,28209,2020,1,2,1,290
53341584,28,28209,2020,1,2,2,248
53341585,28,28209,2020,1,0,0,113
53341585,28,28209,2020,1,0,1,65
53341585,28,28209,2020,1,0,2,72
53341585,28,28209,2020,1,1,0,64
53341585,28,28209,2020,1,1,1,67
53341585,28,28209,2020,1,1,2,72
53341585,28,28209,2020,1,2,0,80
53341585,28,28209,2020,1,2,1,67
53341585,28,28209,2020,1,2,2,72
53341586,28,28209,2020,1,0,0,158
53341586,28,28209,2020,1,0,1,173
53341586,28,28209,2020,1,0,2,163
53341586,28,28209,2020,1,1,0,120
53341586,28,28209,2020,1,1,1,157
53341586,28,28209,2020,1,1,2,118
53341586,28,28209,2020,1,2,0,132
53341586,28,28209,2020,1,2,1,162
53341586,28,28209,2020,1,2,2,133
53341593,28,28209,2020,1,0,0,217
53341593,28,28209,2020,1,0,1,365
53341593,28,28209,2020,1,0,2,290
53341593,28,28209,2020,1,1,0,171
53341593,28,28209,2020,1,1,1,211
53341593,28,28209,2020,1,1,2,191
53341593,28,28209,2020,1,2,0,186
53341593,28,28209,2020,1,2,1,261
53341593,28,28209,2020,1,2,2,223
53341594,28,28209,2020,1,0,0,558
53341594,28,28209,2020,1,0,1,651
53341594,28,28209,2020,1,0,2,592
53341594,28,28209,2020,1,1,0,203
53341594,28,28209,2020,1,1,1,383
53341594,28,28209,2020,1,1,2,317
53341594,28,28209,2020,1,2,0,318
53341594,28,28209,2020,1,2,1,470
53341594,28,28209,2020,1,2,2,406
53341595,28,28209,2020,1,0,0,35
53341595,28,28209,2020,1,0,1,21
53341595,28,28209,2020,1,0,2,23
53341595,28,28209,2020,1,1,0,13
53341595,28,28209,2020,1,2,0,20
53341595,28,28209,2020,1,2,1,11
53341595,28,28209,2020,1,2,2,14
53341598,28,28209,2020,1,0,1,12
53341599,28,28209,2020,1,1,1,23
53341599,28,28209,2020,1,1,2,14
53341599,28,28209,2020,1,2,1,16
53341599,28,28209,2020,1,2,2,10
53341618,28,28209,2020,1,0,0,92
53341618,28,28209,2020,1,0,1,166
53341618,28,28209,2020,1,0,2,122
53341618,28,28209,2020,1,1,0,114
53341618,28,28209,2020,1,1,1,164
53341618,28,28209,2020,1,1,2,122
53341618,28,28209,2020,1,2,0,107
53341618,28,28209,2020,1,2,1,164
53341618,28,28209,2020,1,2,2,122
53341632,28,28209,2020,1,0,0,94
53341632,28,28209,2020,1,0,1,29
53341632,28,28209,2020,1,0,2,51
53341632,28,28209,2020,1,1,0,46
53341632,28,28209,2020,1,1,1,28
53341632,28,28209,2020,1,1,2,38
53341632,28,28209,2020,1,2,0,61
53341632,28,28209,2020,1,2,1,29
53341632,28,28209,2020,1,2,2,42
53341635,28,28209,2020,1,0,0,38
53341635,28,28209,2020,1,0,1,21
53341635,28,28209,2020,1,0,2,19
53341635,28,28209,2020,1,1,0,20
53341635,28,28209,2020,1,1,1,10
53341635,28,28209,2020,1,1,2,16
53341635,28,28209,2020,1,2,0,26
53341635,28,28209,2020,1,2,1,13
53341635,28,28209,2020,1,2,2,17
53341638,28,28209,2020,1,0,0,10
53341639,28,28209,2020,1,0,0,297
53341639,28,28209,2020,1,0,1,318
53341639,28,28209,2020,1,0,2,304
53341639,28,28209,2020,1,1,0,242
53341639,28,28209,2020,1,1,1,314
53341639,28,28209,2020,1,1,2,308
53341639,28,28209,2020,1,2,0,260
53341639,28,28209,2020,1,2,1,315
53341639,28,28209,2020,1,2,2,307
53341641,28,28209,2020,1,0,0,443
53341641,28,28209,2020,1,0,1,166
53341641,28,28209,2020,1,0,2,273
53341641,28,28209,2020,1,1,0,495
53341641,28,28209,2020,1,1,1,300
53341641,28,28209,2020,1,1,2,368
53341641,28,28209,2020,1,2,0,479
53341641,28,28209,2020,1,2,1,257
53341641,28,28209,2020,1,2,2,337
53341642,28,28209,2020,1,0,0,12
53341642,28,28209,2020,1,0,1,16
53341642,28,28209,2020,1,0,2,11
53341642,28,28209,2020,1,2,0,10
53341646,28,28209,2020,1,0,0,22
53341646,28,28209,2020,1,0,2,12
53341646,28,28209,2020,1,2,0,10
53341648,28,28209,2020,1,0,0,148
53341648,28,28209,2020,1,0,1,162
53341648,28,28209,2020,1,0,2,147
53341648,28,28209,2020,1,1,0,42
53341648,28,28209,2020,1,1,1,104
53341648,28,28209,2020,1,1,2,81
53341648,28,28209,2020,1,2,0,76
53341648,28,28209,2020,1,2,1,122
53341648,28,28209,2020,1,2,2,102
53341649,28,28209,2020,1,0,0,575
53341649,28,28209,2020,1,0,1,869
53341649,28,28209,2020,1,0,2,717
53341649,28,28209,2020,1,1,0,328
53341649,28,28209,2020,1,1,1,839
53341649,28,28209,2020,1,1,2,587
53341649,28,28209,2020,1,2,0,408
53341649,28,28209,2020,1,2,1,849
53341649,28,28209,2020,1,2,2,629
53341650,28,28209,2020,1,0,0,212
53341650,28,28209,2020,1,0,1,258
53341650,28,28209,2020,1,0,2,216
53341650,28,28209,2020,1,1,0,96
53341650,28,28209,2020,1,1,1,209
53341650,28,28209,2020,1,1,2,155
53341650,28,28209,2020,1,2,0,133
53341650,28,28209,2020,1,2,1,225
53341650,28,28209,2020,1,2,2,174
53341651,28,28209,2020,1,0,0,406
53341651,28,28209,2020,1,0,1,438
53341651,28,28209,2020,1,0,2,377
53341651,28,28209,2020,1,1,0,739
53341651,28,28209,2020,1,1,1,523
53341651,28,28209,2020,1,1,2,561
53341651,28,28209,2020,1,2,0,631
53341651,28,28209,2020,1,2,1,495
53341651,28,28209,2020,1,2,2,502
53341652,28,28209,2020,1,0,0,11
53341652,28,28209,2020,1,1,0,40
53341652,28,28209,2020,1,1,2,19
53341652,28,28209,2020,1,2,0,31
53341652,28,28209,2020,1,2,2,15
53341653,28,28209,2020,1,0,0,10
